"","x"
"Omega1[Stenobothrus_lineatus (S16), Stethophyma_grossum (S17)]",1493.26710562004
"Omega1[Stethophyma_grossum (S17), Stethophyma_grossum (S17)]",168.560764915646
"Omega1[Tettigonia_viridissima (S18), Stethophyma_grossum (S17)]",739.184871425067
"Omega1[Calliptamus_italicus (S1), Tettigonia_viridissima (S18)]",4461.32584177258
"Omega1[Chorthippus_albomarginatus (S2), Tettigonia_viridissima (S18)]",1764.4527406485
"Omega1[Chorthippus_apricarius (S3), Tettigonia_viridissima (S18)]",1604.16606774874
"Omega1[Chorthippus_biguttulus (S4), Tettigonia_viridissima (S18)]",1000.61850153792
"Omega1[Chorthippus_brunneus (S5), Tettigonia_viridissima (S18)]",567.325867242893
"Omega1[Chorthippus_dorsatus (S6), Tettigonia_viridissima (S18)]",1066.34981528151
"Omega1[Chorthippus_mollis (S7), Tettigonia_viridissima (S18)]",1291.62011897015
"Omega1[Chorthippus_parallelus (S8), Tettigonia_viridissima (S18)]",1265.28652572705
"Omega1[Conocephalus_discolor (S9), Tettigonia_viridissima (S18)]",447.45652209644
"Omega1[Bicolorana_bicolor (S10), Tettigonia_viridissima (S18)]",1319.98144666792
"Omega1[Roeseliana_roeselii (S11), Tettigonia_viridissima (S18)]",797.873650946317
"Omega1[Myrmeleotettix_maculatus (S12), Tettigonia_viridissima (S18)]",875.446072935995
"Omega1[Oedipoda_caerulescens (S13), Tettigonia_viridissima (S18)]",923.613664245095
"Omega1[Phaneroptera_falcata (S14), Tettigonia_viridissima (S18)]",2471.50787369414
"Omega1[Platycleis_albopunctata (S15), Tettigonia_viridissima (S18)]",1531.17694767408
"Omega1[Stenobothrus_lineatus (S16), Tettigonia_viridissima (S18)]",2239.99344284945
"Omega1[Stethophyma_grossum (S17), Tettigonia_viridissima (S18)]",739.184871425067
"Omega1[Tettigonia_viridissima (S18), Tettigonia_viridissima (S18)]",811.137750792537
