"","Point est.","Upper C.I."
"Omega1[Chorthippus_biguttulus (S4), Platycleis_albopunctata (S15)]",1.08788936059254,1.2490294892119
"Omega1[Chorthippus_brunneus (S5), Platycleis_albopunctata (S15)]",1.00916626150337,1.02578719036285
"Omega1[Chorthippus_dorsatus (S6), Platycleis_albopunctata (S15)]",1.16921113749139,1.48807679305191
"Omega1[Chorthippus_mollis (S7), Platycleis_albopunctata (S15)]",1.14260372162594,1.42133896942546
"Omega1[Chorthippus_parallelus (S8), Platycleis_albopunctata (S15)]",1.21737974135184,1.6043190443494
"Omega1[Conocephalus_discolor (S9), Platycleis_albopunctata (S15)]",1.09207908473785,1.26711118900118
"Omega1[Bicolorana_bicolor (S10), Platycleis_albopunctata (S15)]",1.03434403357541,1.07828528410146
"Omega1[Roeseliana_roeselii (S11), Platycleis_albopunctata (S15)]",1.26613784455097,1.72619871064184
"Omega1[Myrmeleotettix_maculatus (S12), Platycleis_albopunctata (S15)]",1.04660897047868,1.13484384247926
"Omega1[Oedipoda_caerulescens (S13), Platycleis_albopunctata (S15)]",1.05706680234461,1.18155642457438
"Omega1[Phaneroptera_falcata (S14), Platycleis_albopunctata (S15)]",1.01376159115801,1.04602169503417
"Omega1[Platycleis_albopunctata (S15), Platycleis_albopunctata (S15)]",1.01776775732415,1.05506112047201
"Omega1[Stenobothrus_lineatus (S16), Platycleis_albopunctata (S15)]",1.09673003028576,1.30158820576697
"Omega1[Stethophyma_grossum (S17), Platycleis_albopunctata (S15)]",1.14962791676676,1.46679051671979
"Omega1[Tettigonia_viridissima (S18), Platycleis_albopunctata (S15)]",1.04025304704909,1.12649319175901
"Omega1[Calliptamus_italicus (S1), Stenobothrus_lineatus (S16)]",1.09720590041737,1.11263367074961
"Omega1[Chorthippus_albomarginatus (S2), Stenobothrus_lineatus (S16)]",1.26493912077399,1.94166884178007
"Omega1[Chorthippus_apricarius (S3), Stenobothrus_lineatus (S16)]",1.24529363157037,1.84408133808063
"Omega1[Chorthippus_biguttulus (S4), Stenobothrus_lineatus (S16)]",1.16092526431025,1.16154242321295
"Omega1[Chorthippus_brunneus (S5), Stenobothrus_lineatus (S16)]",1.15693309088273,1.4385929129441
"Omega1[Chorthippus_dorsatus (S6), Stenobothrus_lineatus (S16)]",1.76154937950745,3.12503086814907
"Omega1[Chorthippus_mollis (S7), Stenobothrus_lineatus (S16)]",1.94891734120115,4.01003592683471
"Omega1[Chorthippus_parallelus (S8), Stenobothrus_lineatus (S16)]",1.32837406599578,2.23782161405416
"Omega1[Conocephalus_discolor (S9), Stenobothrus_lineatus (S16)]",1.49673748210512,3.96672294956238
"Omega1[Bicolorana_bicolor (S10), Stenobothrus_lineatus (S16)]",1.11383378094827,1.35832806872085
"Omega1[Roeseliana_roeselii (S11), Stenobothrus_lineatus (S16)]",1.41583585228978,2.99129718726592
"Omega1[Myrmeleotettix_maculatus (S12), Stenobothrus_lineatus (S16)]",1.10180684120803,1.30377766835985
"Omega1[Oedipoda_caerulescens (S13), Stenobothrus_lineatus (S16)]",1.10618515458016,1.31503307815742
"Omega1[Phaneroptera_falcata (S14), Stenobothrus_lineatus (S16)]",1.36760502620973,2.71855789825216
"Omega1[Platycleis_albopunctata (S15), Stenobothrus_lineatus (S16)]",1.09673003028576,1.30158820576697
"Omega1[Stenobothrus_lineatus (S16), Stenobothrus_lineatus (S16)]",1.46555773379615,2.5613063116746
"Omega1[Stethophyma_grossum (S17), Stenobothrus_lineatus (S16)]",1.06948581730035,1.22255856684698
"Omega1[Tettigonia_viridissima (S18), Stenobothrus_lineatus (S16)]",1.3445828684495,2.61853637112574
"Omega1[Calliptamus_italicus (S1), Stethophyma_grossum (S17)]",1.05382672570079,1.07006099891373
"Omega1[Chorthippus_albomarginatus (S2), Stethophyma_grossum (S17)]",1.11844734919689,1.34440611311543
"Omega1[Chorthippus_apricarius (S3), Stethophyma_grossum (S17)]",1.08507343268532,1.19896532756231
"Omega1[Chorthippus_biguttulus (S4), Stethophyma_grossum (S17)]",1.2974305893758,2.08550152798077
"Omega1[Chorthippus_brunneus (S5), Stethophyma_grossum (S17)]",1.05640418181361,1.1573472045786
"Omega1[Chorthippus_dorsatus (S6), Stethophyma_grossum (S17)]",1.03899670818505,1.11819093211095
"Omega1[Chorthippus_mollis (S7), Stethophyma_grossum (S17)]",1.09546989149776,1.29401726995741
"Omega1[Chorthippus_parallelus (S8), Stethophyma_grossum (S17)]",1.15754299997236,1.48131693577673
"Omega1[Conocephalus_discolor (S9), Stethophyma_grossum (S17)]",1.02848888462816,1.08014671929555
"Omega1[Bicolorana_bicolor (S10), Stethophyma_grossum (S17)]",1.18253112339838,1.56344736295615
"Omega1[Roeseliana_roeselii (S11), Stethophyma_grossum (S17)]",1.12768485797416,1.3932833793286
"Omega1[Myrmeleotettix_maculatus (S12), Stethophyma_grossum (S17)]",1.21378169806411,1.67834756529513
"Omega1[Oedipoda_caerulescens (S13), Stethophyma_grossum (S17)]",1.16014587283943,1.49585107193403
"Omega1[Phaneroptera_falcata (S14), Stethophyma_grossum (S17)]",1.01424521232206,1.01605475426215
"Omega1[Platycleis_albopunctata (S15), Stethophyma_grossum (S17)]",1.14962791676676,1.46679051671979
"Omega1[Stenobothrus_lineatus (S16), Stethophyma_grossum (S17)]",1.06948581730035,1.22255856684698
"Omega1[Stethophyma_grossum (S17), Stethophyma_grossum (S17)]",1.15426637666351,1.45307545523728
"Omega1[Tettigonia_viridissima (S18), Stethophyma_grossum (S17)]",1.01604975901459,1.04961401483301
"Omega1[Calliptamus_italicus (S1), Tettigonia_viridissima (S18)]",1.04781999629608,1.06391039582404
"Omega1[Chorthippus_albomarginatus (S2), Tettigonia_viridissima (S18)]",1.03836162730437,1.09689587121637
"Omega1[Chorthippus_apricarius (S3), Tettigonia_viridissima (S18)]",1.24885562730218,1.81214582399971
"Omega1[Chorthippus_biguttulus (S4), Tettigonia_viridissima (S18)]",1.22242190822847,1.72833581007104
"Omega1[Chorthippus_brunneus (S5), Tettigonia_viridissima (S18)]",1.18268654581972,1.5299768860645
"Omega1[Chorthippus_dorsatus (S6), Tettigonia_viridissima (S18)]",1.42543063573819,3.08627600382067
"Omega1[Chorthippus_mollis (S7), Tettigonia_viridissima (S18)]",1.22019180164159,1.69823854184836
"Omega1[Chorthippus_parallelus (S8), Tettigonia_viridissima (S18)]",1.04361910959362,1.13321888434136
"Omega1[Conocephalus_discolor (S9), Tettigonia_viridissima (S18)]",1.23267725132013,1.73900784072952
"Omega1[Bicolorana_bicolor (S10), Tettigonia_viridissima (S18)]",1.05583594493904,1.17299301374516
"Omega1[Roeseliana_roeselii (S11), Tettigonia_viridissima (S18)]",1.14327814093688,1.40828167838894
"Omega1[Myrmeleotettix_maculatus (S12), Tettigonia_viridissima (S18)]",1.02273682495844,1.07453808919391
"Omega1[Oedipoda_caerulescens (S13), Tettigonia_viridissima (S18)]",1.02054293001217,1.06421256236555
"Omega1[Phaneroptera_falcata (S14), Tettigonia_viridissima (S18)]",1.30750703312988,2.1863835749421
"Omega1[Platycleis_albopunctata (S15), Tettigonia_viridissima (S18)]",1.04025304704909,1.12649319175901
"Omega1[Stenobothrus_lineatus (S16), Tettigonia_viridissima (S18)]",1.3445828684495,2.61853637112574
"Omega1[Stethophyma_grossum (S17), Tettigonia_viridissima (S18)]",1.01604975901459,1.04961401483301
"Omega1[Tettigonia_viridissima (S18), Tettigonia_viridissima (S18)]",1.09739262973144,1.25552846602371
