"","Point est.","Upper C.I."
"Omega1[Amara_familiaris (S10), Amara_fusca (S12)]",1.3134208198168,1.93898222724728
"Omega1[Amara_fulva (S11), Amara_fusca (S12)]",1.06504058218518,1.20183870971234
"Omega1[Amara_fusca (S12), Amara_fusca (S12)]",1.24204805502916,1.84349565511656
"Omega1[Amara_lucida (S13), Amara_fusca (S12)]",1.34813332056277,2.00097444886233
"Omega1[Amara_lunicollis (S14), Amara_fusca (S12)]",1.40437650170314,2.05250281520809
"Omega1[Amara_makolskii (S15), Amara_fusca (S12)]",1.68883463789116,2.95814374108899
"Omega1[Amara_municipalis (S16), Amara_fusca (S12)]",1.11462173566349,1.31435934323587
"Omega1[Amara_ovata (S17), Amara_fusca (S12)]",1.18444758767168,1.52366131571114
"Omega1[Amara_similata (S18), Amara_fusca (S12)]",1.90022047847878,3.22217848271065
"Omega1[Amara_tibialis (S19), Amara_fusca (S12)]",1.18112083197577,1.52688671276284
"Omega1[Anisodactylus_binotatus (S20), Amara_fusca (S12)]",1.01980922062029,1.0586695055849
"Omega1[Badister_bullatus (S21), Amara_fusca (S12)]",1.06682046671415,1.19812298385178
"Omega1[Bembidion_lampros (S22), Amara_fusca (S12)]",1.17405963801482,1.50176445620679
"Omega1[Bembidion_properans (S23), Amara_fusca (S12)]",1.40943884094797,2.11111195318244
"Omega1[Bradycellus_harpalinus (S24), Amara_fusca (S12)]",1.05416282683927,1.1585206701016
"Omega1[Calathus_ambiguus (S25), Amara_fusca (S12)]",1.15443458220746,1.49033798990273
"Omega1[Calathus_cinctus (S26), Amara_fusca (S12)]",1.47384015330727,2.34566811860705
"Omega1[Calathus_erratus (S27), Amara_fusca (S12)]",1.195954601335,1.59905520603045
"Omega1[Calathus_fuscipes (S28), Amara_fusca (S12)]",1.10376227745832,1.31137812864527
"Omega1[Calathus_melanocephalus (S29), Amara_fusca (S12)]",2.08101670353043,3.63682358504655
"Omega1[Carabus_nemoralis (S30), Amara_fusca (S12)]",1.81899605827269,3.77270993015103
"Omega1[Cicindela_campestris (S31), Amara_fusca (S12)]",1.24822409738489,1.6911934998314
"Omega1[Cicindela_hybrida (S32), Amara_fusca (S12)]",1.43848748897043,2.12443834986537
"Omega1[Harpalus_affinis (S33), Amara_fusca (S12)]",1.24570695391731,1.70384203652907
"Omega1[Harpalus_anxius (S34), Amara_fusca (S12)]",1.19033476792746,1.63363352341483
"Omega1[Harpalus_autumnalis (S35), Amara_fusca (S12)]",1.9598244062845,3.42292394695219
"Omega1[Harpalus_calceatus (S36), Amara_fusca (S12)]",1.10357720487772,1.27876564935536
"Omega1[Harpalus_distinguendus (S37), Amara_fusca (S12)]",1.77952156493062,2.8773256884124
"Omega1[Harpalus_flavescens (S38), Amara_fusca (S12)]",1.08750744900246,1.27635628857647
"Omega1[Harpalus_griseus (S39), Amara_fusca (S12)]",1.03752546189405,1.06272084603465
"Omega1[Harpalus_latus (S40), Amara_fusca (S12)]",1.20621532499684,1.58494552340463
"Omega1[Harpalus_luteicornis (S41), Amara_fusca (S12)]",1.04438307628561,1.06071468401457
"Omega1[Cryptophonus_melancholicus (S42), Amara_fusca (S12)]",1.00842584058865,1.00851462051314
"Omega1[Harpalus_picipennis (S43), Amara_fusca (S12)]",1.2035111348627,1.59026695444622
"Omega1[Harpalus_pumilus (S44), Amara_fusca (S12)]",1.41926259360389,2.08035600414272
"Omega1[Harpalus_rubripes (S45), Amara_fusca (S12)]",1.8298790751594,3.96323479800511
"Omega1[Harpalus_rufipalpis (S46), Amara_fusca (S12)]",1.7655767570581,3.22362282593779
"Omega1[Harpalus_rufipes (S47), Amara_fusca (S12)]",1.23194821384538,1.64964729046811
"Omega1[Harpalus_serripes (S48), Amara_fusca (S12)]",1.19219290443162,1.58279972308564
"Omega1[Semiophonus_signaticornis (S49), Amara_fusca (S12)]",2.45832326506423,4.34432631708296
"Omega1[Harpalus_smaragdinus (S50), Amara_fusca (S12)]",1.79021583955906,2.90076004857774
"Omega1[Harpalus_tardus (S51), Amara_fusca (S12)]",1.31812843780639,2.20458869242644
"Omega1[Leistus_ferrugineus (S52), Amara_fusca (S12)]",1.52338929151645,2.38130366618082
"Omega1[Leistus_rufomarginatus (S53), Amara_fusca (S12)]",1.48835149371463,2.34110658219846
"Omega1[Licinus_depressus (S54), Amara_fusca (S12)]",1.04255085451464,1.12122052954154
"Omega1[Loricera_pilicornis (S55), Amara_fusca (S12)]",1.24951296604903,1.69157929208919
"Omega1[Masoreus_wetterhallii (S56), Amara_fusca (S12)]",1.10385923984872,1.3228444928162
"Omega1[Microlestes_minutulus (S57), Amara_fusca (S12)]",1.74970624689711,2.8532060706071
"Omega1[Nebria_brevicollis (S58), Amara_fusca (S12)]",1.06656009941251,1.19893970732581
"Omega1[Nebria_salina (S59), Amara_fusca (S12)]",1.06941656968891,1.21432338432807
"Omega1[Notiophilus_aestuans (S60), Amara_fusca (S12)]",1.00870472804716,1.01108783687216
"Omega1[Notiophilus_aquaticus (S61), Amara_fusca (S12)]",1.32088756010982,1.88738946456962
"Omega1[Notiophilus_palustris (S62), Amara_fusca (S12)]",1.21866014853948,1.62622507223302
"Omega1[Panagaeus_bipustulatus (S63), Amara_fusca (S12)]",1.23024967499621,1.64851716759582
"Omega1[Poecilus_cupreus (S64), Amara_fusca (S12)]",1.3735445846428,2.02040319736984
"Omega1[Poecilus_lepidus (S65), Amara_fusca (S12)]",1.80646078344743,2.940880768859
"Omega1[Poecilus_versicolor (S66), Amara_fusca (S12)]",1.18244451196547,1.5513682493992
"Omega1[Pterostichus_diligens (S67), Amara_fusca (S12)]",1.10969354434685,1.32174682166273
"Omega1[Pterostichus_niger (S68), Amara_fusca (S12)]",1.04757702240421,1.14576097782747
"Omega1[Pterostichus_vernalis (S69), Amara_fusca (S12)]",1.01499532871503,1.02241609930734
"Omega1[Stenolophus_teutonus (S70), Amara_fusca (S12)]",1.19307365140066,1.54543346913455
"Omega1[Syntomus_foveatus (S71), Amara_fusca (S12)]",2.11025039828503,3.77407209838949
"Omega1[Syntomus_truncatellus (S72), Amara_fusca (S12)]",1.2817838259249,1.8058962601035
"Omega1[Trechus_quadristriatus (S73), Amara_fusca (S12)]",1.02412635978677,1.06980879192953
"Omega1[Amara_aenea (S1), Amara_lucida (S13)]",1.05757913743484,1.18714887869228
"Omega1[Amara_anthobia (S2), Amara_lucida (S13)]",1.07472771298049,1.21780353441695
"Omega1[Amara_apricaria (S3), Amara_lucida (S13)]",1.11235694475259,1.33669828057162
"Omega1[Amara_aulica (S4), Amara_lucida (S13)]",1.03139083121206,1.10080209633973
"Omega1[Amara_bifrons (S5), Amara_lucida (S13)]",1.47603947699925,2.28891171768051
"Omega1[Amara_convexior (S6), Amara_lucida (S13)]",1.51870333677283,2.39768843046195
"Omega1[Amara_curta (S7), Amara_lucida (S13)]",1.27784706883431,1.74916943348637
"Omega1[Amara_equestris (S8), Amara_lucida (S13)]",1.02611278708542,1.08675107239113
"Omega1[Amara_eurynota (S9), Amara_lucida (S13)]",1.04679616907608,1.1539374251197
"Omega1[Amara_familiaris (S10), Amara_lucida (S13)]",1.50194732122526,2.32330278785032
"Omega1[Amara_fulva (S11), Amara_lucida (S13)]",1.0572059238356,1.177416756754
"Omega1[Amara_fusca (S12), Amara_lucida (S13)]",1.34813332056277,2.00097444886233
"Omega1[Amara_lucida (S13), Amara_lucida (S13)]",1.08763630222504,1.27379485740145
"Omega1[Amara_lunicollis (S14), Amara_lucida (S13)]",1.02910920361496,1.07530739671813
"Omega1[Amara_makolskii (S15), Amara_lucida (S13)]",1.33416175184865,1.90543735205398
"Omega1[Amara_municipalis (S16), Amara_lucida (S13)]",1.05503230787609,1.17083207594184
"Omega1[Amara_ovata (S17), Amara_lucida (S13)]",1.10567329418573,1.31595196438682
"Omega1[Amara_similata (S18), Amara_lucida (S13)]",1.12145101785306,1.36354124185047
"Omega1[Amara_tibialis (S19), Amara_lucida (S13)]",1.23275749178019,1.64379135199001
"Omega1[Anisodactylus_binotatus (S20), Amara_lucida (S13)]",1.00563673181802,1.00576316358867
"Omega1[Badister_bullatus (S21), Amara_lucida (S13)]",1.01260061498614,1.0390962488187
"Omega1[Bembidion_lampros (S22), Amara_lucida (S13)]",1.26180019373881,1.7437234579971
"Omega1[Bembidion_properans (S23), Amara_lucida (S13)]",1.06922137441437,1.22343820493427
"Omega1[Bradycellus_harpalinus (S24), Amara_lucida (S13)]",1.02334587374014,1.07512531219272
"Omega1[Calathus_ambiguus (S25), Amara_lucida (S13)]",1.20199393784512,1.57138785578965
"Omega1[Calathus_cinctus (S26), Amara_lucida (S13)]",1.02371652601779,1.06415433521498
"Omega1[Calathus_erratus (S27), Amara_lucida (S13)]",1.29351364825747,1.79046174819238
"Omega1[Calathus_fuscipes (S28), Amara_lucida (S13)]",1.02724762431398,1.08048762537344
"Omega1[Calathus_melanocephalus (S29), Amara_lucida (S13)]",1.12942995200883,1.39176842809954
"Omega1[Carabus_nemoralis (S30), Amara_lucida (S13)]",1.31545260277384,1.83852376491243
"Omega1[Cicindela_campestris (S31), Amara_lucida (S13)]",1.00833096208862,1.02774838330962
"Omega1[Cicindela_hybrida (S32), Amara_lucida (S13)]",1.10853397450774,1.3241029947658
"Omega1[Harpalus_affinis (S33), Amara_lucida (S13)]",1.1075872736929,1.33459667573302
"Omega1[Harpalus_anxius (S34), Amara_lucida (S13)]",1.25447039116616,1.71220485186205
"Omega1[Harpalus_autumnalis (S35), Amara_lucida (S13)]",1.0584217251014,1.18819444513174
"Omega1[Harpalus_calceatus (S36), Amara_lucida (S13)]",1.02937309085231,1.08282401573597
"Omega1[Harpalus_distinguendus (S37), Amara_lucida (S13)]",1.03092186698291,1.0924193239554
"Omega1[Harpalus_flavescens (S38), Amara_lucida (S13)]",1.03557698777272,1.11075554534302
"Omega1[Harpalus_griseus (S39), Amara_lucida (S13)]",1.54594775855637,2.37446676051432
"Omega1[Harpalus_latus (S40), Amara_lucida (S13)]",1.19852040354362,1.55850641686641
"Omega1[Harpalus_luteicornis (S41), Amara_lucida (S13)]",1.1711718986025,1.48961669644742
"Omega1[Cryptophonus_melancholicus (S42), Amara_lucida (S13)]",1.19160025403638,1.56351134594577
"Omega1[Harpalus_picipennis (S43), Amara_lucida (S13)]",1.06060609607809,1.17885254903019
"Omega1[Harpalus_pumilus (S44), Amara_lucida (S13)]",1.03439219548995,1.10277805386065
"Omega1[Harpalus_rubripes (S45), Amara_lucida (S13)]",1.67039439890603,2.64429575422909
"Omega1[Harpalus_rufipalpis (S46), Amara_lucida (S13)]",1.0340432312297,1.07963210372638
"Omega1[Harpalus_rufipes (S47), Amara_lucida (S13)]",1.5838430841703,2.50834054875633
"Omega1[Harpalus_serripes (S48), Amara_lucida (S13)]",1.09872926012884,1.31206166861632
"Omega1[Semiophonus_signaticornis (S49), Amara_lucida (S13)]",1.01927899100505,1.02916601071857
"Omega1[Harpalus_smaragdinus (S50), Amara_lucida (S13)]",1.17098822240996,1.50784845150885
"Omega1[Harpalus_tardus (S51), Amara_lucida (S13)]",1.08922536224538,1.26453519746659
"Omega1[Leistus_ferrugineus (S52), Amara_lucida (S13)]",1.17546204063546,1.50998086080676
"Omega1[Leistus_rufomarginatus (S53), Amara_lucida (S13)]",1.07710619134256,1.23952079879577
"Omega1[Licinus_depressus (S54), Amara_lucida (S13)]",1.01625167578073,1.04537652251122
"Omega1[Loricera_pilicornis (S55), Amara_lucida (S13)]",1.02900585081269,1.09535728751216
"Omega1[Masoreus_wetterhallii (S56), Amara_lucida (S13)]",1.01251618597827,1.03762686701787
"Omega1[Microlestes_minutulus (S57), Amara_lucida (S13)]",1.12558689589012,1.38064495507039
"Omega1[Nebria_brevicollis (S58), Amara_lucida (S13)]",1.52042365579439,2.45784171937862
"Omega1[Nebria_salina (S59), Amara_lucida (S13)]",1.01716416451258,1.03215578474108
"Omega1[Notiophilus_aestuans (S60), Amara_lucida (S13)]",1.01380520572864,1.04747096325637
"Omega1[Notiophilus_aquaticus (S61), Amara_lucida (S13)]",1.03935237059714,1.11791273227725
"Omega1[Notiophilus_palustris (S62), Amara_lucida (S13)]",1.03765103535457,1.09407569369085
"Omega1[Panagaeus_bipustulatus (S63), Amara_lucida (S13)]",1.032378121585,1.10856673814666
"Omega1[Poecilus_cupreus (S64), Amara_lucida (S13)]",1.18100270464592,1.51752330775905
"Omega1[Poecilus_lepidus (S65), Amara_lucida (S13)]",1.56724281567386,2.4927014384605
"Omega1[Poecilus_versicolor (S66), Amara_lucida (S13)]",1.21606346724809,1.60280145175129
"Omega1[Pterostichus_diligens (S67), Amara_lucida (S13)]",1.02187034048555,1.04491414490831
"Omega1[Pterostichus_niger (S68), Amara_lucida (S13)]",1.096693956708,1.2826793281018
"Omega1[Pterostichus_vernalis (S69), Amara_lucida (S13)]",1.00792463015054,1.013083502765
"Omega1[Stenolophus_teutonus (S70), Amara_lucida (S13)]",1.03021383787331,1.08785453392544
"Omega1[Syntomus_foveatus (S71), Amara_lucida (S13)]",1.13803440547765,1.43606845697917
"Omega1[Syntomus_truncatellus (S72), Amara_lucida (S13)]",1.71928674688534,2.74068755406717
"Omega1[Trechus_quadristriatus (S73), Amara_lucida (S13)]",1.01916553060295,1.0541427623202
"Omega1[Amara_aenea (S1), Amara_lunicollis (S14)]",1.08175765740557,1.25019758933459
"Omega1[Amara_anthobia (S2), Amara_lunicollis (S14)]",1.62539005456988,2.84752349889349
"Omega1[Amara_apricaria (S3), Amara_lunicollis (S14)]",1.47027566457158,2.26091978436521
"Omega1[Amara_aulica (S4), Amara_lunicollis (S14)]",1.12776963136359,1.37958162035517
"Omega1[Amara_bifrons (S5), Amara_lunicollis (S14)]",2.54060030922134,4.81563276482387
"Omega1[Amara_convexior (S6), Amara_lunicollis (S14)]",1.90241952106048,3.20484334834212
"Omega1[Amara_curta (S7), Amara_lunicollis (S14)]",1.14097762025291,1.42291587554411
"Omega1[Amara_equestris (S8), Amara_lunicollis (S14)]",1.04936553935611,1.14865064375173
"Omega1[Amara_eurynota (S9), Amara_lunicollis (S14)]",1.4663984283697,2.18168510328739
"Omega1[Amara_familiaris (S10), Amara_lunicollis (S14)]",1.4269590507086,2.20765561865431
"Omega1[Amara_fulva (S11), Amara_lunicollis (S14)]",1.5676990879968,2.49691221624654
"Omega1[Amara_fusca (S12), Amara_lunicollis (S14)]",1.40437650170314,2.05250281520809
"Omega1[Amara_lucida (S13), Amara_lunicollis (S14)]",1.02910920361496,1.07530739671813
"Omega1[Amara_lunicollis (S14), Amara_lunicollis (S14)]",1.06302130299837,1.20471882367046
"Omega1[Amara_makolskii (S15), Amara_lunicollis (S14)]",2.10694918580752,3.80298511137307
"Omega1[Amara_municipalis (S16), Amara_lunicollis (S14)]",1.4349525327653,2.12454364786569
"Omega1[Amara_ovata (S17), Amara_lunicollis (S14)]",1.15759251823266,1.45595173097736
"Omega1[Amara_similata (S18), Amara_lunicollis (S14)]",1.10046047138856,1.30252047825369
"Omega1[Amara_tibialis (S19), Amara_lunicollis (S14)]",1.5775366516732,2.45354477244371
"Omega1[Anisodactylus_binotatus (S20), Amara_lunicollis (S14)]",1.02328046904649,1.05465689714832
"Omega1[Badister_bullatus (S21), Amara_lunicollis (S14)]",1.31891343523894,1.84606206463146
"Omega1[Bembidion_lampros (S22), Amara_lunicollis (S14)]",2.5419934756018,4.51569756232998
"Omega1[Bembidion_properans (S23), Amara_lunicollis (S14)]",1.08928545868009,1.27118802027087
"Omega1[Bradycellus_harpalinus (S24), Amara_lunicollis (S14)]",1.07218869574863,1.22559518803186
"Omega1[Calathus_ambiguus (S25), Amara_lunicollis (S14)]",1.60098362178221,2.60036242640121
"Omega1[Calathus_cinctus (S26), Amara_lunicollis (S14)]",1.0808374677619,1.22556934830014
"Omega1[Calathus_erratus (S27), Amara_lunicollis (S14)]",1.79140574515137,2.97326587685965
"Omega1[Calathus_fuscipes (S28), Amara_lunicollis (S14)]",1.01888207578966,1.05885785850444
"Omega1[Calathus_melanocephalus (S29), Amara_lunicollis (S14)]",1.03174215934527,1.05234811251322
"Omega1[Carabus_nemoralis (S30), Amara_lunicollis (S14)]",1.05817611234193,1.18161826413034
"Omega1[Cicindela_campestris (S31), Amara_lunicollis (S14)]",1.00687996029216,1.01603557885808
"Omega1[Cicindela_hybrida (S32), Amara_lunicollis (S14)]",1.04668301580169,1.1361074985561
"Omega1[Harpalus_affinis (S33), Amara_lunicollis (S14)]",1.08985874975228,1.27697016231077
"Omega1[Harpalus_anxius (S34), Amara_lunicollis (S14)]",1.14409006660393,1.41920303175369
"Omega1[Harpalus_autumnalis (S35), Amara_lunicollis (S14)]",1.51511258233412,2.33574593316149
"Omega1[Harpalus_calceatus (S36), Amara_lunicollis (S14)]",1.23211782006697,1.65094464729291
"Omega1[Harpalus_distinguendus (S37), Amara_lunicollis (S14)]",1.43338195402,2.12588952836427
"Omega1[Harpalus_flavescens (S38), Amara_lunicollis (S14)]",1.15521719980715,1.45710231954002
"Omega1[Harpalus_griseus (S39), Amara_lunicollis (S14)]",1.81334219849973,2.95117078986171
"Omega1[Harpalus_latus (S40), Amara_lunicollis (S14)]",1.84806609572149,3.30612430882868
"Omega1[Harpalus_luteicornis (S41), Amara_lunicollis (S14)]",1.23361658196149,1.66197831266034
"Omega1[Cryptophonus_melancholicus (S42), Amara_lunicollis (S14)]",1.18885697624595,1.53694041546756
"Omega1[Harpalus_picipennis (S43), Amara_lunicollis (S14)]",1.65116500981927,2.59773449992556
"Omega1[Harpalus_pumilus (S44), Amara_lunicollis (S14)]",1.07553603394292,1.23601140221674
"Omega1[Harpalus_rubripes (S45), Amara_lunicollis (S14)]",1.00699687200552,1.0255239453112
"Omega1[Harpalus_rufipalpis (S46), Amara_lunicollis (S14)]",1.11542275803091,1.32530557257005
"Omega1[Harpalus_rufipes (S47), Amara_lunicollis (S14)]",1.17949666050327,1.51323513651798
"Omega1[Harpalus_serripes (S48), Amara_lunicollis (S14)]",1.95355293339465,3.43387523384683
"Omega1[Semiophonus_signaticornis (S49), Amara_lunicollis (S14)]",1.03175145478444,1.06286484651505
"Omega1[Harpalus_smaragdinus (S50), Amara_lunicollis (S14)]",1.38814763463712,2.03014064652536
"Omega1[Harpalus_tardus (S51), Amara_lunicollis (S14)]",2.07600060273034,3.68307661907052
"Omega1[Leistus_ferrugineus (S52), Amara_lunicollis (S14)]",1.00633914100656,1.01691080096436
"Omega1[Leistus_rufomarginatus (S53), Amara_lunicollis (S14)]",1.22732376221994,1.62842843645668
"Omega1[Licinus_depressus (S54), Amara_lunicollis (S14)]",1.01884008332165,1.05118199473316
"Omega1[Loricera_pilicornis (S55), Amara_lunicollis (S14)]",1.00791716838604,1.0102270035092
"Omega1[Masoreus_wetterhallii (S56), Amara_lunicollis (S14)]",1.38568139054925,2.01470302785934
"Omega1[Microlestes_minutulus (S57), Amara_lunicollis (S14)]",1.26722532372278,1.76714121212731
"Omega1[Nebria_brevicollis (S58), Amara_lunicollis (S14)]",1.03015518156483,1.07992521444969
"Omega1[Nebria_salina (S59), Amara_lunicollis (S14)]",1.03441009988619,1.09657295942069
"Omega1[Notiophilus_aestuans (S60), Amara_lunicollis (S14)]",1.01647587220685,1.04847043539925
"Omega1[Notiophilus_aquaticus (S61), Amara_lunicollis (S14)]",1.02848504619118,1.09265321335174
"Omega1[Notiophilus_palustris (S62), Amara_lunicollis (S14)]",1.31369209664933,1.83751169168958
"Omega1[Panagaeus_bipustulatus (S63), Amara_lunicollis (S14)]",1.09440964756815,1.28454143123108
"Omega1[Poecilus_cupreus (S64), Amara_lunicollis (S14)]",1.03258716678371,1.10745851486549
"Omega1[Poecilus_lepidus (S65), Amara_lunicollis (S14)]",1.49566036827624,2.44858149073153
"Omega1[Poecilus_versicolor (S66), Amara_lunicollis (S14)]",2.31892748451105,4.19178828810214
"Omega1[Pterostichus_diligens (S67), Amara_lunicollis (S14)]",1.14779220744455,1.42800630456361
"Omega1[Pterostichus_niger (S68), Amara_lunicollis (S14)]",2.27736250996779,4.01114766262979
"Omega1[Pterostichus_vernalis (S69), Amara_lunicollis (S14)]",1.03425196143239,1.10387874110643
"Omega1[Stenolophus_teutonus (S70), Amara_lunicollis (S14)]",1.06770108687148,1.18348959817759
"Omega1[Syntomus_foveatus (S71), Amara_lunicollis (S14)]",1.99915748983572,3.49542169847132
"Omega1[Syntomus_truncatellus (S72), Amara_lunicollis (S14)]",1.47403303470339,2.27363151573892
"Omega1[Trechus_quadristriatus (S73), Amara_lunicollis (S14)]",1.58295397219473,2.48672989482968
"Omega1[Amara_aenea (S1), Amara_makolskii (S15)]",1.21866137102084,1.63586094667955
"Omega1[Amara_anthobia (S2), Amara_makolskii (S15)]",1.67766027376473,3.49234104820007
"Omega1[Amara_apricaria (S3), Amara_makolskii (S15)]",1.71758273906883,3.06828971498865
"Omega1[Amara_aulica (S4), Amara_makolskii (S15)]",1.44152888624878,2.23991109303781
"Omega1[Amara_bifrons (S5), Amara_makolskii (S15)]",2.3190121554099,4.44490266486181
"Omega1[Amara_convexior (S6), Amara_makolskii (S15)]",1.87282516173919,3.45126301928567
"Omega1[Amara_curta (S7), Amara_makolskii (S15)]",1.14901865928152,1.45916994371296
"Omega1[Amara_equestris (S8), Amara_makolskii (S15)]",1.25120161440985,1.75500048734887
"Omega1[Amara_eurynota (S9), Amara_makolskii (S15)]",1.20494792561414,1.59605660803579
"Omega1[Amara_familiaris (S10), Amara_makolskii (S15)]",2.03477042339236,3.90626115803223
"Omega1[Amara_fulva (S11), Amara_makolskii (S15)]",1.69122979395732,3.06257895070139
"Omega1[Amara_fusca (S12), Amara_makolskii (S15)]",1.68883463789116,2.95814374108899
"Omega1[Amara_lucida (S13), Amara_makolskii (S15)]",1.33416175184865,1.90543735205398
"Omega1[Amara_lunicollis (S14), Amara_makolskii (S15)]",2.10694918580752,3.80298511137307
"Omega1[Amara_makolskii (S15), Amara_makolskii (S15)]",1.66316942725823,2.85163416683675
"Omega1[Amara_municipalis (S16), Amara_makolskii (S15)]",1.11520927522903,1.35258051415991
"Omega1[Amara_ovata (S17), Amara_makolskii (S15)]",1.12698890454863,1.35762706206465
"Omega1[Amara_similata (S18), Amara_makolskii (S15)]",1.29884459983191,1.91581463175994
"Omega1[Amara_tibialis (S19), Amara_makolskii (S15)]",1.04063162142684,1.13017342895962
"Omega1[Anisodactylus_binotatus (S20), Amara_makolskii (S15)]",1.09331487632652,1.18318761530725
"Omega1[Badister_bullatus (S21), Amara_makolskii (S15)]",1.30896825084969,1.90015828220557
"Omega1[Bembidion_lampros (S22), Amara_makolskii (S15)]",1.60978284391112,2.55927060334285
"Omega1[Bembidion_properans (S23), Amara_makolskii (S15)]",1.08426709556009,1.24861730011109
"Omega1[Bradycellus_harpalinus (S24), Amara_makolskii (S15)]",1.09662413693452,1.25616737581537
"Omega1[Calathus_ambiguus (S25), Amara_makolskii (S15)]",2.41190569058438,4.83152919443334
"Omega1[Calathus_cinctus (S26), Amara_makolskii (S15)]",1.22612632896366,1.77238851743948
"Omega1[Calathus_erratus (S27), Amara_makolskii (S15)]",1.06711064050498,1.21866511291039
"Omega1[Calathus_fuscipes (S28), Amara_makolskii (S15)]",1.20877775124882,1.60273516429331
"Omega1[Calathus_melanocephalus (S29), Amara_makolskii (S15)]",1.25334777859467,1.79303654990633
"Omega1[Carabus_nemoralis (S30), Amara_makolskii (S15)]",1.10890990489444,1.33777938539017
"Omega1[Cicindela_campestris (S31), Amara_makolskii (S15)]",1.45469470422948,2.28727733179898
"Omega1[Cicindela_hybrida (S32), Amara_makolskii (S15)]",1.71866292664326,2.94212803834785
"Omega1[Harpalus_affinis (S33), Amara_makolskii (S15)]",1.16767625331429,1.50595273469205
"Omega1[Harpalus_anxius (S34), Amara_makolskii (S15)]",2.55243578881632,4.72398068107416
"Omega1[Harpalus_autumnalis (S35), Amara_makolskii (S15)]",1.05266877044637,1.17202636646403
"Omega1[Harpalus_calceatus (S36), Amara_makolskii (S15)]",1.81700052420965,3.05672078059295
"Omega1[Harpalus_distinguendus (S37), Amara_makolskii (S15)]",1.18195532841813,1.57967824721629
"Omega1[Harpalus_flavescens (S38), Amara_makolskii (S15)]",1.11530438192106,1.36301153353385
"Omega1[Harpalus_griseus (S39), Amara_makolskii (S15)]",1.38089682943811,2.03940650603803
"Omega1[Harpalus_latus (S40), Amara_makolskii (S15)]",1.74252284279757,3.32804303694281
"Omega1[Harpalus_luteicornis (S41), Amara_makolskii (S15)]",1.83600808197559,3.4599766613349
"Omega1[Cryptophonus_melancholicus (S42), Amara_makolskii (S15)]",1.76056871077438,2.94372291599831
"Omega1[Harpalus_picipennis (S43), Amara_makolskii (S15)]",1.57112288043222,2.60522298229527
"Omega1[Harpalus_pumilus (S44), Amara_makolskii (S15)]",1.04942247469467,1.13466593734356
"Omega1[Harpalus_rubripes (S45), Amara_makolskii (S15)]",1.05448529162347,1.16925406055234
"Omega1[Harpalus_rufipalpis (S46), Amara_makolskii (S15)]",1.11446771005699,1.34190632522029
"Omega1[Harpalus_rufipes (S47), Amara_makolskii (S15)]",1.44733605092413,2.28625104713738
"Omega1[Harpalus_serripes (S48), Amara_makolskii (S15)]",2.79445701259863,5.68958775490307
"Omega1[Semiophonus_signaticornis (S49), Amara_makolskii (S15)]",1.50859067433943,2.45556275000221
"Omega1[Harpalus_smaragdinus (S50), Amara_makolskii (S15)]",1.80013366364671,3.13083016991383
"Omega1[Harpalus_tardus (S51), Amara_makolskii (S15)]",1.82851408717122,3.03254218983081
"Omega1[Leistus_ferrugineus (S52), Amara_makolskii (S15)]",1.27759999668827,1.79743426910417
"Omega1[Leistus_rufomarginatus (S53), Amara_makolskii (S15)]",1.1791618931167,1.54254735383343
"Omega1[Licinus_depressus (S54), Amara_makolskii (S15)]",1.15467835863459,1.44763104539937
"Omega1[Loricera_pilicornis (S55), Amara_makolskii (S15)]",1.10839205210183,1.24042678718098
"Omega1[Masoreus_wetterhallii (S56), Amara_makolskii (S15)]",1.44169487991062,2.27962517027615
"Omega1[Microlestes_minutulus (S57), Amara_makolskii (S15)]",1.45302288099676,2.27504805418045
"Omega1[Nebria_brevicollis (S58), Amara_makolskii (S15)]",1.34730723327621,1.97993817564191
"Omega1[Nebria_salina (S59), Amara_makolskii (S15)]",1.41433818392892,2.27373623099523
"Omega1[Notiophilus_aestuans (S60), Amara_makolskii (S15)]",1.06477193524281,1.07313415221734
"Omega1[Notiophilus_aquaticus (S61), Amara_makolskii (S15)]",1.45783712319688,2.2318305854456
"Omega1[Notiophilus_palustris (S62), Amara_makolskii (S15)]",1.15580642875946,1.47938450735329
"Omega1[Panagaeus_bipustulatus (S63), Amara_makolskii (S15)]",1.46328480970653,2.2974556883833
"Omega1[Poecilus_cupreus (S64), Amara_makolskii (S15)]",1.54979733478394,2.53741632398179
"Omega1[Poecilus_lepidus (S65), Amara_makolskii (S15)]",1.41955285211156,2.24418030972348
"Omega1[Poecilus_versicolor (S66), Amara_makolskii (S15)]",1.40816959578208,2.09071454564622
"Omega1[Pterostichus_diligens (S67), Amara_makolskii (S15)]",1.11510400310825,1.33872721661834
"Omega1[Pterostichus_niger (S68), Amara_makolskii (S15)]",1.75319278009252,3.15359733671962
"Omega1[Pterostichus_vernalis (S69), Amara_makolskii (S15)]",1.09081620511535,1.24862218809539
"Omega1[Stenolophus_teutonus (S70), Amara_makolskii (S15)]",1.15173783010352,1.4330118358317
"Omega1[Syntomus_foveatus (S71), Amara_makolskii (S15)]",1.37465461527698,2.10294188048055
"Omega1[Syntomus_truncatellus (S72), Amara_makolskii (S15)]",1.69461786398381,2.71710017123071
"Omega1[Trechus_quadristriatus (S73), Amara_makolskii (S15)]",1.33521970339315,2.03655699608356
