"","x"
"Omega1[Harpalus_affinis (S33), Amara_familiaris (S10)]",915.192545174898
"Omega1[Harpalus_anxius (S34), Amara_familiaris (S10)]",389.885022793257
"Omega1[Harpalus_autumnalis (S35), Amara_familiaris (S10)]",264.440889856462
"Omega1[Harpalus_calceatus (S36), Amara_familiaris (S10)]",717.166250442993
"Omega1[Harpalus_distinguendus (S37), Amara_familiaris (S10)]",1148.88716565566
"Omega1[Harpalus_flavescens (S38), Amara_familiaris (S10)]",542.604545455271
"Omega1[Harpalus_griseus (S39), Amara_familiaris (S10)]",551.283836079733
"Omega1[Harpalus_latus (S40), Amara_familiaris (S10)]",896.891206199943
"Omega1[Harpalus_luteicornis (S41), Amara_familiaris (S10)]",909.670958646905
"Omega1[Cryptophonus_melancholicus (S42), Amara_familiaris (S10)]",724.120798375338
"Omega1[Harpalus_picipennis (S43), Amara_familiaris (S10)]",507.594519149535
"Omega1[Harpalus_pumilus (S44), Amara_familiaris (S10)]",936.839344983384
"Omega1[Harpalus_rubripes (S45), Amara_familiaris (S10)]",396.052465141855
"Omega1[Harpalus_rufipalpis (S46), Amara_familiaris (S10)]",479.060587586696
"Omega1[Harpalus_rufipes (S47), Amara_familiaris (S10)]",720.091135851027
"Omega1[Harpalus_serripes (S48), Amara_familiaris (S10)]",331.464074432741
"Omega1[Semiophonus_signaticornis (S49), Amara_familiaris (S10)]",431.493907381469
"Omega1[Harpalus_smaragdinus (S50), Amara_familiaris (S10)]",754.471390807493
"Omega1[Harpalus_tardus (S51), Amara_familiaris (S10)]",465.922486204271
"Omega1[Leistus_ferrugineus (S52), Amara_familiaris (S10)]",761.63047080644
"Omega1[Leistus_rufomarginatus (S53), Amara_familiaris (S10)]",700.932943271499
"Omega1[Licinus_depressus (S54), Amara_familiaris (S10)]",1097.06755182535
"Omega1[Loricera_pilicornis (S55), Amara_familiaris (S10)]",1894.16550835487
"Omega1[Masoreus_wetterhallii (S56), Amara_familiaris (S10)]",1522.65672949535
"Omega1[Microlestes_minutulus (S57), Amara_familiaris (S10)]",1114.88717067708
"Omega1[Nebria_brevicollis (S58), Amara_familiaris (S10)]",368.935713036448
"Omega1[Nebria_salina (S59), Amara_familiaris (S10)]",1408.75722882492
"Omega1[Notiophilus_aestuans (S60), Amara_familiaris (S10)]",1361.50758311039
"Omega1[Notiophilus_aquaticus (S61), Amara_familiaris (S10)]",962.081207200163
"Omega1[Notiophilus_palustris (S62), Amara_familiaris (S10)]",464.579792851288
"Omega1[Panagaeus_bipustulatus (S63), Amara_familiaris (S10)]",1006.90407985163
"Omega1[Poecilus_cupreus (S64), Amara_familiaris (S10)]",581.851600473889
"Omega1[Poecilus_lepidus (S65), Amara_familiaris (S10)]",504.627373588346
"Omega1[Poecilus_versicolor (S66), Amara_familiaris (S10)]",698.362536430864
"Omega1[Pterostichus_diligens (S67), Amara_familiaris (S10)]",2029.64490426356
"Omega1[Pterostichus_niger (S68), Amara_familiaris (S10)]",820.514387630805
"Omega1[Pterostichus_vernalis (S69), Amara_familiaris (S10)]",2326.58385491288
"Omega1[Stenolophus_teutonus (S70), Amara_familiaris (S10)]",1234.66423545028
"Omega1[Syntomus_foveatus (S71), Amara_familiaris (S10)]",316.858093272844
"Omega1[Syntomus_truncatellus (S72), Amara_familiaris (S10)]",553.100945928125
"Omega1[Trechus_quadristriatus (S73), Amara_familiaris (S10)]",959.30457584923
"Omega1[Amara_aenea (S1), Amara_fulva (S11)]",1269.91973390063
"Omega1[Amara_anthobia (S2), Amara_fulva (S11)]",1658.5947691312
"Omega1[Amara_apricaria (S3), Amara_fulva (S11)]",712.108632258947
"Omega1[Amara_aulica (S4), Amara_fulva (S11)]",902.321855262573
"Omega1[Amara_bifrons (S5), Amara_fulva (S11)]",1561.25007808467
"Omega1[Amara_convexior (S6), Amara_fulva (S11)]",1219.16399011837
"Omega1[Amara_curta (S7), Amara_fulva (S11)]",1160.47041458332
"Omega1[Amara_equestris (S8), Amara_fulva (S11)]",2263.90866705487
"Omega1[Amara_eurynota (S9), Amara_fulva (S11)]",1265.01032307784
"Omega1[Amara_familiaris (S10), Amara_fulva (S11)]",921.422244872303
"Omega1[Amara_fulva (S11), Amara_fulva (S11)]",821.747176603741
"Omega1[Amara_fusca (S12), Amara_fulva (S11)]",1064.99440759285
"Omega1[Amara_lucida (S13), Amara_fulva (S11)]",1412.90323000048
"Omega1[Amara_lunicollis (S14), Amara_fulva (S11)]",1501.31548951399
"Omega1[Amara_makolskii (S15), Amara_fulva (S11)]",1042.11209542447
"Omega1[Amara_municipalis (S16), Amara_fulva (S11)]",1705.07491342749
"Omega1[Amara_ovata (S17), Amara_fulva (S11)]",1924.00159229861
"Omega1[Amara_similata (S18), Amara_fulva (S11)]",1404.29604380831
"Omega1[Amara_tibialis (S19), Amara_fulva (S11)]",932.873803947849
"Omega1[Anisodactylus_binotatus (S20), Amara_fulva (S11)]",1890.11039650548
"Omega1[Badister_bullatus (S21), Amara_fulva (S11)]",2230.57324871181
"Omega1[Bembidion_lampros (S22), Amara_fulva (S11)]",1028.92624966432
"Omega1[Bembidion_properans (S23), Amara_fulva (S11)]",1656.94915079209
"Omega1[Bradycellus_harpalinus (S24), Amara_fulva (S11)]",1417.69607189692
"Omega1[Calathus_ambiguus (S25), Amara_fulva (S11)]",634.719973349323
"Omega1[Calathus_cinctus (S26), Amara_fulva (S11)]",1805.51860534688
"Omega1[Calathus_erratus (S27), Amara_fulva (S11)]",1583.40410119445
"Omega1[Calathus_fuscipes (S28), Amara_fulva (S11)]",813.949637372326
"Omega1[Calathus_melanocephalus (S29), Amara_fulva (S11)]",1359.84903397172
"Omega1[Carabus_nemoralis (S30), Amara_fulva (S11)]",1023.56840990848
"Omega1[Cicindela_campestris (S31), Amara_fulva (S11)]",1058.1154890724
"Omega1[Cicindela_hybrida (S32), Amara_fulva (S11)]",646.134996438146
"Omega1[Harpalus_affinis (S33), Amara_fulva (S11)]",1320.50578233779
"Omega1[Harpalus_anxius (S34), Amara_fulva (S11)]",730.266639177623
"Omega1[Harpalus_autumnalis (S35), Amara_fulva (S11)]",1089.48993023187
"Omega1[Harpalus_calceatus (S36), Amara_fulva (S11)]",1242.18347557147
"Omega1[Harpalus_distinguendus (S37), Amara_fulva (S11)]",1477.6638823069
"Omega1[Harpalus_flavescens (S38), Amara_fulva (S11)]",1270.42491206129
"Omega1[Harpalus_griseus (S39), Amara_fulva (S11)]",856.818670270509
"Omega1[Harpalus_latus (S40), Amara_fulva (S11)]",2248.95666720848
"Omega1[Harpalus_luteicornis (S41), Amara_fulva (S11)]",1408.76696074003
"Omega1[Cryptophonus_melancholicus (S42), Amara_fulva (S11)]",1411.21618848254
"Omega1[Harpalus_picipennis (S43), Amara_fulva (S11)]",871.828782468352
"Omega1[Harpalus_pumilus (S44), Amara_fulva (S11)]",1058.30795295057
"Omega1[Harpalus_rubripes (S45), Amara_fulva (S11)]",698.786560433055
"Omega1[Harpalus_rufipalpis (S46), Amara_fulva (S11)]",750.906278273955
"Omega1[Harpalus_rufipes (S47), Amara_fulva (S11)]",1180.22991991307
"Omega1[Harpalus_serripes (S48), Amara_fulva (S11)]",722.06426094179
"Omega1[Semiophonus_signaticornis (S49), Amara_fulva (S11)]",1274.59908171997
"Omega1[Harpalus_smaragdinus (S50), Amara_fulva (S11)]",1531.83916143411
"Omega1[Harpalus_tardus (S51), Amara_fulva (S11)]",1192.67445913465
"Omega1[Leistus_ferrugineus (S52), Amara_fulva (S11)]",1797.07147797857
"Omega1[Leistus_rufomarginatus (S53), Amara_fulva (S11)]",820.353102298204
"Omega1[Licinus_depressus (S54), Amara_fulva (S11)]",1790.33925498152
"Omega1[Loricera_pilicornis (S55), Amara_fulva (S11)]",1650.39813710937
"Omega1[Masoreus_wetterhallii (S56), Amara_fulva (S11)]",1172.63484561591
"Omega1[Microlestes_minutulus (S57), Amara_fulva (S11)]",1290.97572666316
"Omega1[Nebria_brevicollis (S58), Amara_fulva (S11)]",774.464467290615
"Omega1[Nebria_salina (S59), Amara_fulva (S11)]",1149.54349156468
"Omega1[Notiophilus_aestuans (S60), Amara_fulva (S11)]",2393.13734750782
"Omega1[Notiophilus_aquaticus (S61), Amara_fulva (S11)]",964.208709943095
"Omega1[Notiophilus_palustris (S62), Amara_fulva (S11)]",976.105292372405
"Omega1[Panagaeus_bipustulatus (S63), Amara_fulva (S11)]",1208.82500193673
"Omega1[Poecilus_cupreus (S64), Amara_fulva (S11)]",832.721769488558
"Omega1[Poecilus_lepidus (S65), Amara_fulva (S11)]",923.668533718325
"Omega1[Poecilus_versicolor (S66), Amara_fulva (S11)]",1665.22375531658
"Omega1[Pterostichus_diligens (S67), Amara_fulva (S11)]",1680.68125256194
"Omega1[Pterostichus_niger (S68), Amara_fulva (S11)]",1349.45410225534
"Omega1[Pterostichus_vernalis (S69), Amara_fulva (S11)]",2253.14008685664
"Omega1[Stenolophus_teutonus (S70), Amara_fulva (S11)]",1562.66779996181
"Omega1[Syntomus_foveatus (S71), Amara_fulva (S11)]",1108.00417383799
"Omega1[Syntomus_truncatellus (S72), Amara_fulva (S11)]",2069.36514818833
"Omega1[Trechus_quadristriatus (S73), Amara_fulva (S11)]",1490.24621816666
"Omega1[Amara_aenea (S1), Amara_fusca (S12)]",239.129757269011
"Omega1[Amara_anthobia (S2), Amara_fusca (S12)]",580.755319360714
"Omega1[Amara_apricaria (S3), Amara_fusca (S12)]",689.864129850792
"Omega1[Amara_aulica (S4), Amara_fusca (S12)]",401.37418447528
"Omega1[Amara_bifrons (S5), Amara_fusca (S12)]",593.561112580792
"Omega1[Amara_convexior (S6), Amara_fusca (S12)]",749.637150012805
"Omega1[Amara_curta (S7), Amara_fusca (S12)]",446.354544368821
"Omega1[Amara_equestris (S8), Amara_fusca (S12)]",1576.82690650984
"Omega1[Amara_eurynota (S9), Amara_fusca (S12)]",1299.27663203531
"Omega1[Amara_familiaris (S10), Amara_fusca (S12)]",464.154920550482
"Omega1[Amara_fulva (S11), Amara_fusca (S12)]",1064.99440759285
"Omega1[Amara_fusca (S12), Amara_fusca (S12)]",353.240167526557
"Omega1[Amara_lucida (S13), Amara_fusca (S12)]",343.62186680273
"Omega1[Amara_lunicollis (S14), Amara_fusca (S12)]",431.300755091304
"Omega1[Amara_makolskii (S15), Amara_fusca (S12)]",717.489725036265
"Omega1[Amara_municipalis (S16), Amara_fusca (S12)]",639.561911197272
"Omega1[Amara_ovata (S17), Amara_fusca (S12)]",1482.79371228013
"Omega1[Amara_similata (S18), Amara_fusca (S12)]",691.383645945435
"Omega1[Amara_tibialis (S19), Amara_fusca (S12)]",735.250988159391
"Omega1[Anisodactylus_binotatus (S20), Amara_fusca (S12)]",2147.98477806925
"Omega1[Badister_bullatus (S21), Amara_fusca (S12)]",954.436767498229
"Omega1[Bembidion_lampros (S22), Amara_fusca (S12)]",343.437410918158
"Omega1[Bembidion_properans (S23), Amara_fusca (S12)]",988.543976778817
"Omega1[Bradycellus_harpalinus (S24), Amara_fusca (S12)]",1245.37419731698
"Omega1[Calathus_ambiguus (S25), Amara_fusca (S12)]",369.414419967043
"Omega1[Calathus_cinctus (S26), Amara_fusca (S12)]",1005.77981923741
"Omega1[Calathus_erratus (S27), Amara_fusca (S12)]",495.533815606754
"Omega1[Calathus_fuscipes (S28), Amara_fusca (S12)]",374.900977584564
"Omega1[Calathus_melanocephalus (S29), Amara_fusca (S12)]",563.770972086104
"Omega1[Carabus_nemoralis (S30), Amara_fusca (S12)]",356.953104785321
"Omega1[Cicindela_campestris (S31), Amara_fusca (S12)]",677.964169859229
"Omega1[Cicindela_hybrida (S32), Amara_fusca (S12)]",709.708582423961
"Omega1[Harpalus_affinis (S33), Amara_fusca (S12)]",460.643627909181
"Omega1[Harpalus_anxius (S34), Amara_fusca (S12)]",282.436837487044
"Omega1[Harpalus_autumnalis (S35), Amara_fusca (S12)]",141.772149988298
"Omega1[Harpalus_calceatus (S36), Amara_fusca (S12)]",340.964738040886
"Omega1[Harpalus_distinguendus (S37), Amara_fusca (S12)]",470.549388180724
"Omega1[Harpalus_flavescens (S38), Amara_fusca (S12)]",869.70045573257
"Omega1[Harpalus_griseus (S39), Amara_fusca (S12)]",316.873932772161
"Omega1[Harpalus_latus (S40), Amara_fusca (S12)]",1032.5195238753
"Omega1[Harpalus_luteicornis (S41), Amara_fusca (S12)]",403.075430630187
"Omega1[Cryptophonus_melancholicus (S42), Amara_fusca (S12)]",687.291607267847
"Omega1[Harpalus_picipennis (S43), Amara_fusca (S12)]",1015.68345969498
"Omega1[Harpalus_pumilus (S44), Amara_fusca (S12)]",337.452131091447
"Omega1[Harpalus_rubripes (S45), Amara_fusca (S12)]",400.656322107336
"Omega1[Harpalus_rufipalpis (S46), Amara_fusca (S12)]",390.092738065882
"Omega1[Harpalus_rufipes (S47), Amara_fusca (S12)]",1107.50411702619
"Omega1[Harpalus_serripes (S48), Amara_fusca (S12)]",352.460963057162
"Omega1[Semiophonus_signaticornis (S49), Amara_fusca (S12)]",326.175938339106
"Omega1[Harpalus_smaragdinus (S50), Amara_fusca (S12)]",652.752606654587
"Omega1[Harpalus_tardus (S51), Amara_fusca (S12)]",595.079106563574
"Omega1[Leistus_ferrugineus (S52), Amara_fusca (S12)]",628.94757520848
"Omega1[Leistus_rufomarginatus (S53), Amara_fusca (S12)]",753.062730326836
"Omega1[Licinus_depressus (S54), Amara_fusca (S12)]",884.405092377721
"Omega1[Loricera_pilicornis (S55), Amara_fusca (S12)]",1708.24605067558
"Omega1[Masoreus_wetterhallii (S56), Amara_fusca (S12)]",2247.81492094146
"Omega1[Microlestes_minutulus (S57), Amara_fusca (S12)]",668.826833827525
"Omega1[Nebria_brevicollis (S58), Amara_fusca (S12)]",418.877717012105
"Omega1[Nebria_salina (S59), Amara_fusca (S12)]",1674.51382888207
"Omega1[Notiophilus_aestuans (S60), Amara_fusca (S12)]",1626.23052538489
"Omega1[Notiophilus_aquaticus (S61), Amara_fusca (S12)]",545.907013176543
"Omega1[Notiophilus_palustris (S62), Amara_fusca (S12)]",501.093048444974
"Omega1[Panagaeus_bipustulatus (S63), Amara_fusca (S12)]",641.385750773479
"Omega1[Poecilus_cupreus (S64), Amara_fusca (S12)]",661.715194443652
"Omega1[Poecilus_lepidus (S65), Amara_fusca (S12)]",648.330781853658
"Omega1[Poecilus_versicolor (S66), Amara_fusca (S12)]",446.580335536283
"Omega1[Pterostichus_diligens (S67), Amara_fusca (S12)]",1357.53921091439
"Omega1[Pterostichus_niger (S68), Amara_fusca (S12)]",692.553746234897
"Omega1[Pterostichus_vernalis (S69), Amara_fusca (S12)]",2024.95219486629
"Omega1[Stenolophus_teutonus (S70), Amara_fusca (S12)]",1253.0403686267
"Omega1[Syntomus_foveatus (S71), Amara_fusca (S12)]",474.035546633365
"Omega1[Syntomus_truncatellus (S72), Amara_fusca (S12)]",475.731878091262
"Omega1[Trechus_quadristriatus (S73), Amara_fusca (S12)]",1254.5988358778
"Omega1[Amara_aenea (S1), Amara_lucida (S13)]",275.236204636531
"Omega1[Amara_anthobia (S2), Amara_lucida (S13)]",1518.81606914068
"Omega1[Amara_apricaria (S3), Amara_lucida (S13)]",863.672905290534
"Omega1[Amara_aulica (S4), Amara_lucida (S13)]",533.488526769715
"Omega1[Amara_bifrons (S5), Amara_lucida (S13)]",1044.84466770842
"Omega1[Amara_convexior (S6), Amara_lucida (S13)]",188.933030917224
"Omega1[Amara_curta (S7), Amara_lucida (S13)]",833.503687599353
"Omega1[Amara_equestris (S8), Amara_lucida (S13)]",1563.11510226366
"Omega1[Amara_eurynota (S9), Amara_lucida (S13)]",2175.16711819399
"Omega1[Amara_familiaris (S10), Amara_lucida (S13)]",639.534559682347
"Omega1[Amara_fulva (S11), Amara_lucida (S13)]",1412.90323000048
"Omega1[Amara_fusca (S12), Amara_lucida (S13)]",343.62186680273
"Omega1[Amara_lucida (S13), Amara_lucida (S13)]",420.042185695764
"Omega1[Amara_lunicollis (S14), Amara_lucida (S13)]",775.446223618532
"Omega1[Amara_makolskii (S15), Amara_lucida (S13)]",585.476320349913
"Omega1[Amara_municipalis (S16), Amara_lucida (S13)]",681.141211355329
"Omega1[Amara_ovata (S17), Amara_lucida (S13)]",1396.28855335376
"Omega1[Amara_similata (S18), Amara_lucida (S13)]",1641.38663043747
"Omega1[Amara_tibialis (S19), Amara_lucida (S13)]",538.337629023929
"Omega1[Anisodactylus_binotatus (S20), Amara_lucida (S13)]",1402.1389757591
"Omega1[Badister_bullatus (S21), Amara_lucida (S13)]",1202.4072163989
"Omega1[Bembidion_lampros (S22), Amara_lucida (S13)]",699.158712502341
"Omega1[Bembidion_properans (S23), Amara_lucida (S13)]",379.746997960888
"Omega1[Bradycellus_harpalinus (S24), Amara_lucida (S13)]",1046.11395120606
"Omega1[Calathus_ambiguus (S25), Amara_lucida (S13)]",601.943318086654
"Omega1[Calathus_cinctus (S26), Amara_lucida (S13)]",1010.88006297019
"Omega1[Calathus_erratus (S27), Amara_lucida (S13)]",605.176512769964
"Omega1[Calathus_fuscipes (S28), Amara_lucida (S13)]",598.964033471573
"Omega1[Calathus_melanocephalus (S29), Amara_lucida (S13)]",500.997577783012
"Omega1[Carabus_nemoralis (S30), Amara_lucida (S13)]",182.577111726383
"Omega1[Cicindela_campestris (S31), Amara_lucida (S13)]",422.273402207606
"Omega1[Cicindela_hybrida (S32), Amara_lucida (S13)]",403.986621236188
"Omega1[Harpalus_affinis (S33), Amara_lucida (S13)]",384.04335564936
"Omega1[Harpalus_anxius (S34), Amara_lucida (S13)]",626.39800877765
"Omega1[Harpalus_autumnalis (S35), Amara_lucida (S13)]",816.289051241904
"Omega1[Harpalus_calceatus (S36), Amara_lucida (S13)]",377.684145643068
"Omega1[Harpalus_distinguendus (S37), Amara_lucida (S13)]",609.746704702337
"Omega1[Harpalus_flavescens (S38), Amara_lucida (S13)]",653.611121031428
"Omega1[Harpalus_griseus (S39), Amara_lucida (S13)]",676.059388122959
"Omega1[Harpalus_latus (S40), Amara_lucida (S13)]",1008.09324321958
"Omega1[Harpalus_luteicornis (S41), Amara_lucida (S13)]",829.352364885686
"Omega1[Cryptophonus_melancholicus (S42), Amara_lucida (S13)]",464.32240986802
"Omega1[Harpalus_picipennis (S43), Amara_lucida (S13)]",638.024405652186
"Omega1[Harpalus_pumilus (S44), Amara_lucida (S13)]",535.571344118531
"Omega1[Harpalus_rubripes (S45), Amara_lucida (S13)]",283.943660763781
"Omega1[Harpalus_rufipalpis (S46), Amara_lucida (S13)]",266.96275585477
"Omega1[Harpalus_rufipes (S47), Amara_lucida (S13)]",632.208576424579
"Omega1[Harpalus_serripes (S48), Amara_lucida (S13)]",716.464504630422
"Omega1[Semiophonus_signaticornis (S49), Amara_lucida (S13)]",320.094609007942
"Omega1[Harpalus_smaragdinus (S50), Amara_lucida (S13)]",459.758518886206
"Omega1[Harpalus_tardus (S51), Amara_lucida (S13)]",391.386162943859
"Omega1[Leistus_ferrugineus (S52), Amara_lucida (S13)]",530.118288383926
"Omega1[Leistus_rufomarginatus (S53), Amara_lucida (S13)]",339.254785139785
"Omega1[Licinus_depressus (S54), Amara_lucida (S13)]",687.616784039526
"Omega1[Loricera_pilicornis (S55), Amara_lucida (S13)]",1423.80428894056
"Omega1[Masoreus_wetterhallii (S56), Amara_lucida (S13)]",2452.37975469005
"Omega1[Microlestes_minutulus (S57), Amara_lucida (S13)]",396.705361870194
"Omega1[Nebria_brevicollis (S58), Amara_lucida (S13)]",277.901692067155
"Omega1[Nebria_salina (S59), Amara_lucida (S13)]",1584.7439042401
"Omega1[Notiophilus_aestuans (S60), Amara_lucida (S13)]",2075.13907570926
"Omega1[Notiophilus_aquaticus (S61), Amara_lucida (S13)]",455.830152276938
"Omega1[Notiophilus_palustris (S62), Amara_lucida (S13)]",299.31728551908
"Omega1[Panagaeus_bipustulatus (S63), Amara_lucida (S13)]",657.035341752984
"Omega1[Poecilus_cupreus (S64), Amara_lucida (S13)]",425.124422775745
"Omega1[Poecilus_lepidus (S65), Amara_lucida (S13)]",249.988174329564
"Omega1[Poecilus_versicolor (S66), Amara_lucida (S13)]",758.280860446628
"Omega1[Pterostichus_diligens (S67), Amara_lucida (S13)]",1126.20859502985
"Omega1[Pterostichus_niger (S68), Amara_lucida (S13)]",816.783766851486
"Omega1[Pterostichus_vernalis (S69), Amara_lucida (S13)]",1679.06639421669
"Omega1[Stenolophus_teutonus (S70), Amara_lucida (S13)]",1044.50411747089
"Omega1[Syntomus_foveatus (S71), Amara_lucida (S13)]",340.632142615342
"Omega1[Syntomus_truncatellus (S72), Amara_lucida (S13)]",929.359266382446
"Omega1[Trechus_quadristriatus (S73), Amara_lucida (S13)]",795.667474299911
"Omega1[Amara_aenea (S1), Amara_lunicollis (S14)]",810.184361565985
"Omega1[Amara_anthobia (S2), Amara_lunicollis (S14)]",1075.35173475945
"Omega1[Amara_apricaria (S3), Amara_lunicollis (S14)]",880.717794383241
"Omega1[Amara_aulica (S4), Amara_lunicollis (S14)]",983.870977846039
"Omega1[Amara_bifrons (S5), Amara_lunicollis (S14)]",998.264004464728
"Omega1[Amara_convexior (S6), Amara_lunicollis (S14)]",376.731953709552
"Omega1[Amara_curta (S7), Amara_lunicollis (S14)]",810.985387333807
"Omega1[Amara_equestris (S8), Amara_lunicollis (S14)]",3413.54447732112
"Omega1[Amara_eurynota (S9), Amara_lunicollis (S14)]",1988.74438843708
"Omega1[Amara_familiaris (S10), Amara_lunicollis (S14)]",1083.99912121759
"Omega1[Amara_fulva (S11), Amara_lunicollis (S14)]",1501.31548951399
"Omega1[Amara_fusca (S12), Amara_lunicollis (S14)]",431.300755091304
"Omega1[Amara_lucida (S13), Amara_lunicollis (S14)]",775.446223618532
"Omega1[Amara_lunicollis (S14), Amara_lunicollis (S14)]",1258.62207318312
"Omega1[Amara_makolskii (S15), Amara_lunicollis (S14)]",625.504947500982
"Omega1[Amara_municipalis (S16), Amara_lunicollis (S14)]",853.828464937225
"Omega1[Amara_ovata (S17), Amara_lunicollis (S14)]",2106.4493210275
"Omega1[Amara_similata (S18), Amara_lunicollis (S14)]",1685.12728738195
"Omega1[Amara_tibialis (S19), Amara_lunicollis (S14)]",1234.8436668611
"Omega1[Anisodactylus_binotatus (S20), Amara_lunicollis (S14)]",1643.56845697006
"Omega1[Badister_bullatus (S21), Amara_lunicollis (S14)]",1309.48012447025
"Omega1[Bembidion_lampros (S22), Amara_lunicollis (S14)]",630.59121626939
"Omega1[Bembidion_properans (S23), Amara_lunicollis (S14)]",1570.066901445
"Omega1[Bradycellus_harpalinus (S24), Amara_lunicollis (S14)]",1438.64219107526
"Omega1[Calathus_ambiguus (S25), Amara_lunicollis (S14)]",560.464174131908
"Omega1[Calathus_cinctus (S26), Amara_lunicollis (S14)]",1890.12000708148
"Omega1[Calathus_erratus (S27), Amara_lunicollis (S14)]",280.516676838404
"Omega1[Calathus_fuscipes (S28), Amara_lunicollis (S14)]",1263.51784871764
"Omega1[Calathus_melanocephalus (S29), Amara_lunicollis (S14)]",1042.14549566976
"Omega1[Carabus_nemoralis (S30), Amara_lunicollis (S14)]",925.810171202892
"Omega1[Cicindela_campestris (S31), Amara_lunicollis (S14)]",1596.99310519504
"Omega1[Cicindela_hybrida (S32), Amara_lunicollis (S14)]",739.870706370643
"Omega1[Harpalus_affinis (S33), Amara_lunicollis (S14)]",1341.47349147338
"Omega1[Harpalus_anxius (S34), Amara_lunicollis (S14)]",817.098465698689
"Omega1[Harpalus_autumnalis (S35), Amara_lunicollis (S14)]",664.868495890116
"Omega1[Harpalus_calceatus (S36), Amara_lunicollis (S14)]",627.614594376902
"Omega1[Harpalus_distinguendus (S37), Amara_lunicollis (S14)]",1507.86524615136
"Omega1[Harpalus_flavescens (S38), Amara_lunicollis (S14)]",482.644631434484
"Omega1[Harpalus_griseus (S39), Amara_lunicollis (S14)]",619.647217052459
"Omega1[Harpalus_latus (S40), Amara_lunicollis (S14)]",1255.20871186907
"Omega1[Harpalus_luteicornis (S41), Amara_lunicollis (S14)]",752.519478936344
"Omega1[Cryptophonus_melancholicus (S42), Amara_lunicollis (S14)]",799.176979008918
"Omega1[Harpalus_picipennis (S43), Amara_lunicollis (S14)]",949.932543473106
"Omega1[Harpalus_pumilus (S44), Amara_lunicollis (S14)]",824.870586217475
"Omega1[Harpalus_rubripes (S45), Amara_lunicollis (S14)]",1482.63407419458
"Omega1[Harpalus_rufipalpis (S46), Amara_lunicollis (S14)]",794.408351282534
"Omega1[Harpalus_rufipes (S47), Amara_lunicollis (S14)]",1208.77561806328
"Omega1[Harpalus_serripes (S48), Amara_lunicollis (S14)]",740.557212665985
"Omega1[Semiophonus_signaticornis (S49), Amara_lunicollis (S14)]",447.300894514986
"Omega1[Harpalus_smaragdinus (S50), Amara_lunicollis (S14)]",1010.80713875485
"Omega1[Harpalus_tardus (S51), Amara_lunicollis (S14)]",836.644017678347
"Omega1[Leistus_ferrugineus (S52), Amara_lunicollis (S14)]",1038.24907301516
"Omega1[Leistus_rufomarginatus (S53), Amara_lunicollis (S14)]",980.025328334507
"Omega1[Licinus_depressus (S54), Amara_lunicollis (S14)]",1401.20649230508
"Omega1[Loricera_pilicornis (S55), Amara_lunicollis (S14)]",1545.45197184583
"Omega1[Masoreus_wetterhallii (S56), Amara_lunicollis (S14)]",1881.76941800064
"Omega1[Microlestes_minutulus (S57), Amara_lunicollis (S14)]",2056.27559199869
"Omega1[Nebria_brevicollis (S58), Amara_lunicollis (S14)]",1032.88848319444
"Omega1[Nebria_salina (S59), Amara_lunicollis (S14)]",1565.91792560522
"Omega1[Notiophilus_aestuans (S60), Amara_lunicollis (S14)]",2070.7334057728
"Omega1[Notiophilus_aquaticus (S61), Amara_lunicollis (S14)]",897.317285411075
"Omega1[Notiophilus_palustris (S62), Amara_lunicollis (S14)]",637.629956709895
"Omega1[Panagaeus_bipustulatus (S63), Amara_lunicollis (S14)]",1147.15963479695
"Omega1[Poecilus_cupreus (S64), Amara_lunicollis (S14)]",1422.34275180004
"Omega1[Poecilus_lepidus (S65), Amara_lunicollis (S14)]",809.258396357278
"Omega1[Poecilus_versicolor (S66), Amara_lunicollis (S14)]",1001.3395004773
"Omega1[Pterostichus_diligens (S67), Amara_lunicollis (S14)]",1395.02113368475
"Omega1[Pterostichus_niger (S68), Amara_lunicollis (S14)]",865.983670793002
"Omega1[Pterostichus_vernalis (S69), Amara_lunicollis (S14)]",1638.74779733191
"Omega1[Stenolophus_teutonus (S70), Amara_lunicollis (S14)]",1285.18796088034
"Omega1[Syntomus_foveatus (S71), Amara_lunicollis (S14)]",590.407987471155
"Omega1[Syntomus_truncatellus (S72), Amara_lunicollis (S14)]",597.0016922979
"Omega1[Trechus_quadristriatus (S73), Amara_lunicollis (S14)]",934.011429221199
"Omega1[Amara_aenea (S1), Amara_makolskii (S15)]",714.787627612004
"Omega1[Amara_anthobia (S2), Amara_makolskii (S15)]",1366.06932015709
"Omega1[Amara_apricaria (S3), Amara_makolskii (S15)]",511.967346849019
"Omega1[Amara_aulica (S4), Amara_makolskii (S15)]",652.014488541923
"Omega1[Amara_bifrons (S5), Amara_makolskii (S15)]",1343.35186447012
"Omega1[Amara_convexior (S6), Amara_makolskii (S15)]",686.144513744143
"Omega1[Amara_curta (S7), Amara_makolskii (S15)]",922.028542961097
"Omega1[Amara_equestris (S8), Amara_makolskii (S15)]",2263.38800446191
"Omega1[Amara_eurynota (S9), Amara_makolskii (S15)]",1871.89230858911
"Omega1[Amara_familiaris (S10), Amara_makolskii (S15)]",257.918428740765
"Omega1[Amara_fulva (S11), Amara_makolskii (S15)]",1042.11209542447
"Omega1[Amara_fusca (S12), Amara_makolskii (S15)]",717.489725036265
